,speaker_id,service,path,cmd_index
19,738867743,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\738867743\eng\eng_11.wav,11
20,2127261933,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2127261933\eng\eng_0.wav,0
21,2115610208,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2115610208\eng\eng_25.wav,25
22,2115610208,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2115610208\eng\eng_24.wav,24
23,2127261933,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2127261933\eng\eng_14.wav,14
24,9a0d82c6487ca29547abcb86e24b6c7366c2386f037206429ab0437b4401150890d973f865a40c16b7696ffa11691007497134912a4bf74eb8c8af9f7be11b63,,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\common_voices\out\common_voice_en_20258177.wav,28
25,2127261933,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2127261933\eng\eng_22.wav,22
26,738867743,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\738867743\eng\eng_23.wav,23
27,834582285,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\834582285\eng\eng_3.wav,3
28,1317e7c9f321b4b01ea6273fb07c9fa93842be6a01f1072961d1cc2a65091ffa24ff1b0221f90cb5cc4c7795e83b7834f33176b59048a064f58335fae7aa1938,,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\common_voices\out\common_voice_en_19777262.wav,28
29,738867743,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\738867743\eng\eng_20.wav,20
30,2127261933,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2127261933\eng\eng_3.wav,3
31,738867743,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\738867743\eng\eng_6.wav,6
32,738867743,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\738867743\eng\eng_3.wav,3
33,2127261933,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2127261933\eng\eng_12.wav,12
34,2115610208,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2115610208\eng\eng_22.wav,22
35,132762273,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\132762273\eng\eng_26.wav,26
36,500947574,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\500947574\eng\eng_15.wav,15
37,2115610208,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2115610208\eng\eng_6.wav,6
38,2127261933,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2127261933\eng\eng_25.wav,25
39,2115610208,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2115610208\eng\eng_10.wav,10
40,2115610208,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2115610208\eng\eng_17.wav,17
41,500947574,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\500947574\eng\eng_16.wav,16
42,99b728d9650e54f419f9b8deedb2e62ddec5cc6f3dbac043419c57cc1d7bfae3f9344e4a12afe2a15fee6bef435333c635114ad55420681f70849f0daf998b68,,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\common_voices\out\common_voice_en_19493988.wav,28
43,2127261933,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2127261933\eng\eng_13.wav,13
44,1240446866,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\1240446866\eng\eng_18.wav,18
45,873992744,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\873992744\eng\eng_12.wav,12
46,738867743,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\738867743\eng\eng_17.wav,17
47,500947574,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\500947574\eng\eng_6.wav,6
48,2115610208,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2115610208\eng\eng_5.wav,5
49,738867743,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\738867743\eng\eng_0.wav,0
50,2143985449,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2143985449\eng\eng_18.wav,18
51,2115610208,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2115610208\eng\eng_15.wav,15
52,2115610208,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2115610208\eng\eng_9.wav,9
53,2115610208,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2115610208\eng\eng_16.wav,16
54,2127261933,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2127261933\eng\eng_10.wav,10
55,500947574,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\500947574\eng\eng_12.wav,12
56,500947574,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\500947574\eng\eng_7.wav,7
57,2127261933,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2127261933\eng\eng_1.wav,1
58,2115610208,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2115610208\eng\eng_13.wav,13
59,2127261933,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2127261933\eng\eng_17.wav,17
60,1630728501,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\1630728501\eng\eng_27.wav,27
61,500947574,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\500947574\eng\eng_22.wav,22
62,500947574,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\500947574\eng\eng_4.wav,4
63,500947574,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\500947574\eng\eng_1.wav,1
64,2143985449,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2143985449\eng\eng_19.wav,19
65,2115610208,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2115610208\eng\eng_23.wav,23
66,1630728501,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\1630728501\eng\eng_26.wav,26
67,500947574,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\500947574\eng\eng_2.wav,2
68,500947574,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\500947574\eng\eng_3.wav,3
69,2115610208,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2115610208\eng\eng_7.wav,7
70,1212263007,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\1212263007\eng\eng_18.wav,18
71,2127261933,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2127261933\eng\eng_20.wav,20
72,738867743,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\738867743\eng\eng_7.wav,7
73,500947574,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\500947574\eng\eng_10.wav,10
74,2115610208,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2115610208\eng\eng_1.wav,1
75,1889914753,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\1889914753\eng\eng_8.wav,8
76,738867743,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\738867743\eng\eng_13.wav,13
77,738867743,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\738867743\eng\eng_1.wav,1
78,2127261933,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2127261933\eng\eng_2.wav,2
79,738867743,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\738867743\eng\eng_4.wav,4
80,500947574,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\500947574\eng\eng_27.wav,27
81,738867743,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\738867743\eng\eng_2.wav,2
82,2127261933,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2127261933\eng\eng_9.wav,9
83,2127261933,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2127261933\eng\eng_16.wav,16
84,2115610208,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2115610208\eng\eng_0.wav,0
85,2115610208,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2115610208\eng\eng_2.wav,2
86,2127261933,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2127261933\eng\eng_15.wav,15
87,500947574,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\500947574\eng\eng_11.wav,11
88,2127261933,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2127261933\eng\eng_5.wav,5
89,738867743,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\738867743\eng\eng_14.wav,14
90,500947574,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\500947574\eng\eng_8.wav,8
91,2127261933,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2127261933\eng\eng_24.wav,24
92,2127261933,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2127261933\eng\eng_23.wav,23
93,738867743,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\738867743\eng\eng_10.wav,10
94,1212263007,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\1212263007\eng\eng_19.wav,19
95,500947574,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\500947574\eng\eng_21.wav,21
96,500947574,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\500947574\eng\eng_0.wav,0
97,500947574,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\500947574\eng\eng_9.wav,9
98,738867743,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\738867743\eng\eng_24.wav,24
99,2127261933,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2127261933\eng\eng_8.wav,8
100,2144627614,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2144627614\eng\eng_2.wav,2
101,1889914753,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\1889914753\eng\eng_16.wav,16
102,873992744,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\873992744\eng\eng_24.wav,24
103,1889914753,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\1889914753\eng\eng_11.wav,11
104,873992744,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\873992744\eng\eng_11.wav,11
105,873992744,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\873992744\eng\eng_25.wav,25
106,1889914753,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\1889914753\eng\eng_1.wav,1
107,873992744,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\873992744\eng\eng_20.wav,20
108,834582285,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\834582285\eng\eng_6.wav,6
109,500947574,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\500947574\eng\eng_17.wav,17
110,2144627614,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2144627614\eng\eng_15.wav,15
111,873992744,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\873992744\eng\eng_16.wav,16
112,500947574,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\500947574\eng\eng_24.wav,24
113,873992744,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\873992744\eng\eng_3.wav,3
114,2112819853,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2112819853\eng\eng_27.wav,27
115,0bf8c2644e5b2da05c97908ac5d41378192e87311da368391f5ec158f064d619aaf213a40c349d5a022539dfaceebe51f0004ba920c0b6dea98ac38f0284b28f,,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\common_voices\out\common_voice_en_18944411.wav,28
116,1889914753,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\1889914753\eng\eng_20.wav,20
117,482000749,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\482000749\eng\eng_27.wav,27
118,1630728501,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\1630728501\eng\eng_1.wav,1
119,1630728501,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\1630728501\eng\eng_10.wav,10
120,1889914753,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\1889914753\eng\eng_15.wav,15
121,1630728501,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\1630728501\eng\eng_13.wav,13
122,2144627614,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2144627614\eng\eng_12.wav,12
123,1630728501,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\1630728501\eng\eng_5.wav,5
124,1630728501,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\1630728501\eng\eng_14.wav,14
125,1630728501,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\1630728501\eng\eng_16.wav,16
126,1889914753,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\1889914753\eng\eng_25.wav,25
127,1630728501,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\1630728501\eng\eng_23.wav,23
128,482000749,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\482000749\eng\eng_26.wav,26
129,1630728501,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\1630728501\eng\eng_25.wav,25
130,2144627614,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2144627614\eng\eng_17.wav,17
131,1630728501,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\1630728501\eng\eng_4.wav,4
132,899529674,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\899529674\eng\eng_19.wav,19
133,873992744,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\873992744\eng\eng_7.wav,7
134,2115610208,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2115610208\eng\eng_19.wav,19
135,2144627614,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2144627614\eng\eng_22.wav,22
136,500947574,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\500947574\eng\eng_20.wav,20
137,1889914753,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\1889914753\eng\eng_22.wav,22
138,1889914753,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\1889914753\eng\eng_7.wav,7
139,1630728501,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\1630728501\eng\eng_11.wav,11
140,873992744,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\873992744\eng\eng_13.wav,13
141,1889914753,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\1889914753\eng\eng_6.wav,6
142,1630728501,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\1630728501\eng\eng_15.wav,15
143,1889914753,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\1889914753\eng\eng_2.wav,2
144,873992744,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\873992744\eng\eng_17.wav,17
145,1889914753,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\1889914753\eng\eng_4.wav,4
146,500947574,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\500947574\eng\eng_14.wav,14
147,2112819853,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2112819853\eng\eng_26.wav,26
148,1153299253,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\1153299253\eng\eng_26.wav,26
149,1153299253,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\1153299253\eng\eng_27.wav,27
150,2144627614,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2144627614\eng\eng_21.wav,21
151,834582285,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\834582285\eng\eng_16.wav,16
152,2115610208,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2115610208\eng\eng_18.wav,18
153,873992744,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\873992744\eng\eng_10.wav,10
154,2144627614,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2144627614\eng\eng_9.wav,9
155,2127261933,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2127261933\eng\eng_18.wav,18
156,1630728501,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\1630728501\eng\eng_0.wav,0
157,873992744,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\873992744\eng\eng_15.wav,15
158,1889914753,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\1889914753\eng\eng_12.wav,12
159,2144627614,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\2144627614\eng\eng_14.wav,14
160,834582285,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\834582285\eng\eng_24.wav,24
161,500947574,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\500947574\eng\eng_18.wav,18
162,500947574,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\500947574\eng\eng_13.wav,13
163,899529674,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\899529674\eng\eng_18.wav,18
164,1630728501,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\1630728501\eng\eng_12.wav,12
165,0b9d4b690da8afeb0cb87cc659c76649cd25a2b1534fb7ddcf78f91058cdf0d7f704c7b3d1231669247fab31c8bec933dbfc7646c5fa64edfe8badd23f46b51b,,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\common_voices\out\common_voice_en_19994962.wav,28
166,873992744,real,C:\MIE CARTELLE\PROGRAMMAZIONE\GITHUB\tesi_magistrale\dataset\Dataset_real_conv\873992744\eng\eng_2.wav,2
